#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
7mzm_H               -            239 IGHJ                 -             17   4.6e-10   37.6   3.3   1   1   4.5e-10   4.6e-10   37.6   3.3     2    17   117   132   116   132 0.98 mol:protein length:239  PDI 215 heavy chain
8g8d_A               -            230 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.5e-10   4.6e-10   37.5   6.8     1    17   111   127   111   127 0.99 mol:protein length:230  DH1346 heavy chain
8g8d_H               -            230 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.5e-10   4.6e-10   37.5   6.8     1    17   111   127   111   127 0.99 mol:protein length:230  DH1346 heavy chain
4llw_A               -            226 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.5e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:226  mutated Pertuzumab Fab heavy chain
4llw_C               -            226 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.5e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:226  mutated Pertuzumab Fab heavy chain
4lly_A               -            226 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.5e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:226  mutated Pertuzumab Fab heavy chain
4lly_C               -            226 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.5e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:226  mutated Pertuzumab Fab heavy chain
1q1j_H               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab 447-52D, heavy chain
1q1j_I               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab 447-52D, heavy chain
3c2a_H               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab 447-52D heavy chain
3c2a_I               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab 447-52D heavy chain
4m1d_H               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab mAb 447-52D Heavy Chain
4m1d_I               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:231  Fab mAb 447-52D Heavy Chain
6oc7_H               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   112   128   112   128 0.99 mol:protein length:231  Heavy chain of HMP42 Fab
6phd_H               -            231 IGHJ                 -             17   4.6e-10   37.5   6.8   1   1   4.6e-10   4.6e-10   37.5   6.8     1    17   112   128   112   128 0.99 mol:protein length:231  2586 Antibody Fab, Heavy Chain
4llu_A               -            227 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.6e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:227  PERTUZUMAB FAB Heavy chain
4llu_C               -            227 IGHJ                 -             17   4.6e-10   37.5   3.8   1   1   4.6e-10   4.6e-10   37.5   3.8     3    17   105   119   104   119 0.98 mol:protein length:227  PERTUZUMAB FAB Heavy chain
3ghe_H               -            233 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   113   129   113   129 0.99 mol:protein length:233  Fab 537-10D, heavy chain
8g8c_A               -            233 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   114   130   114   130 0.99 mol:protein length:233  DH1322.1 heavy chain
8g8c_H               -            233 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   114   130   114   130 0.99 mol:protein length:233  DH1322.1 heavy chain
4kxz_H               -            224 IGHJ                 -             17   4.7e-10   37.5   1.8   1   1   4.6e-10   4.7e-10   37.5   1.8     2    17   105   120   105   120 0.96 mol:protein length:224  GC1008 Heavy Chain
4kxz_J               -            224 IGHJ                 -             17   4.7e-10   37.5   1.8   1   1   4.6e-10   4.7e-10   37.5   1.8     2    17   105   120   105   120 0.96 mol:protein length:224  GC1008 Heavy Chain
4kxz_N               -            224 IGHJ                 -             17   4.7e-10   37.5   1.8   1   1   4.6e-10   4.7e-10   37.5   1.8     2    17   105   120   105   120 0.96 mol:protein length:224  GC1008 Heavy Chain
4kxz_Q               -            224 IGHJ                 -             17   4.7e-10   37.5   1.8   1   1   4.6e-10   4.7e-10   37.5   1.8     2    17   105   120   105   120 0.96 mol:protein length:224  GC1008 Heavy Chain
7swd_J               -            124 IGHJ                 -             17   4.7e-10   37.5   1.0   1   1   1.4e-09   1.4e-09   36.0   1.0     2    17   109   124   109   124 0.97 mol:protein length:124  1C3 heavy chain
7lyw_A               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   106   122   106   122 0.99 mol:protein length:234  2-25 Fab Heavy Chain
7lyw_C               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   106   122   106   122 0.99 mol:protein length:234  2-25 Fab Heavy Chain
7lyw_H               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   106   122   106   122 0.99 mol:protein length:234  2-25 Fab Heavy Chain
7m30_F               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   106   122   106   122 0.99 mol:protein length:234  2-25 Fab Heavy Chain
7u8j_H               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:234  antibody Fab heavy chain
7u8l_H               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:234  antibody Fab heavy chain
7u8m_F               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:234  antibody 31.a.83 Fab heavy chain
7u8m_H               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:234  antibody 31.a.83 Fab heavy chain
7u8m_K               -            234 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.6e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:234  antibody 31.a.83 Fab heavy chain
5wuv_H               -            224 IGHJ                 -             17   4.7e-10   37.5   3.0   1   1   4.7e-10   4.7e-10   37.5   3.0     2    17   103   118   102   118 0.97 mol:protein length:224  heavy chain
5wux_A               -            224 IGHJ                 -             17   4.7e-10   37.5   3.0   1   1   4.7e-10   4.7e-10   37.5   3.0     2    17   103   118   102   118 0.97 mol:protein length:224  heavy
5wux_C               -            224 IGHJ                 -             17   4.7e-10   37.5   3.0   1   1   4.7e-10   4.7e-10   37.5   3.0     2    17   103   118   102   118 0.97 mol:protein length:224  heavy
5wux_H               -            224 IGHJ                 -             17   4.7e-10   37.5   3.0   1   1   4.7e-10   4.7e-10   37.5   3.0     2    17   103   118   102   118 0.97 mol:protein length:224  heavy
3ghb_H               -            235 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.7e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:235  Fab 447-52D, heavy chain
3ghb_I               -            235 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.7e-10   4.7e-10   37.5   6.8     1    17   115   131   115   131 0.99 mol:protein length:235  Fab 447-52D, heavy chain
4npy_B               -            235 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.7e-10   4.7e-10   37.5   6.8     1    17   116   132   116   132 0.99 mol:protein length:235  germline PGT121 heavy chain
4npy_H               -            235 IGHJ                 -             17   4.7e-10   37.5   6.8   1   1   4.7e-10   4.7e-10   37.5   6.8     1    17   116   132   116   132 0.99 mol:protein length:235  germline PGT121 heavy chain
7kzb_H               -            231 IGHJ                 -             17   4.7e-10   37.5   3.8   1   1   4.7e-10   4.7e-10   37.5   3.8     3    17   106   120   105   120 0.98 mol:protein length:231  Fab heavy chain of CR3014-C8 antibody
4hg4_J               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_L               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_N               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_P               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_R               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_T               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_V               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
4hg4_X               -            223 IGHJ                 -             17   4.7e-10   37.5   4.4   1   1   4.7e-10   4.7e-10   37.5   4.4     1    17   104   120   104   120 0.96 mol:protein length:223  Fab 2G1 heavy chain
7x6a_G               -            119 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   104   119   103   119 0.96 mol:protein length:119  Heavy chain of Fab BD55-5840
7x6a_H               -            119 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   104   119   103   119 0.96 mol:protein length:119  Heavy chain of Fab BD55-5840
7x6a_I               -            119 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   104   119   103   119 0.96 mol:protein length:119  Heavy chain of Fab BD55-5840
7y0w_H               -            119 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   104   119   103   119 0.96 mol:protein length:119  BD55-5840H
5cez_H               -            236 IGHJ                 -             17   4.8e-10   37.5   6.8   1   1   4.7e-10   4.8e-10   37.5   6.8     1    17   116   132   116   132 0.99 mol:protein length:236  3H+109L Fab Heavy Chain
5v7j_H               -            236 IGHJ                 -             17   4.8e-10   37.5   6.8   1   1   4.7e-10   4.8e-10   37.5   6.8     1    17   116   132   116   132 0.99 mol:protein length:236  Antibody 3H+109L Fab heavy chain
6q1z_D               -            240 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   116   131   115   131 0.98 mol:protein length:240  1G04 Fab IgG1 heavy chain
6q1z_H               -            240 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   116   131   115   131 0.98 mol:protein length:240  1G04 Fab IgG1 heavy chain
6q20_H               -            240 IGHJ                 -             17   4.8e-10   37.5   3.6   1   1   4.7e-10   4.8e-10   37.5   3.6     2    17   116   131   115   131 0.98 mol:protein length:240  1E01 Fab IgG1 heavy chain
8ry2_A               -            224 IGHJ                 -             17   4.8e-10   37.5   6.1   1   1   4.7e-10   4.8e-10   37.5   6.1     1    17   105   121   105   121 0.97 mol:protein length:224  ANV419 heavy-chain
8ry2_H               -            224 IGHJ                 -             17   4.8e-10   37.5   6.1   1   1   4.7e-10   4.8e-10   37.5   6.1     1    17   105   121   105   121 0.97 mol:protein length:224  ANV419 heavy-chain
7k8w_H               -            239 IGHJ                 -             17   4.8e-10   37.5   6.8   1   1   4.8e-10   4.8e-10   37.5   6.8     1    17   111   127   111   127 0.99 mol:protein length:239  C119 Fab Heavy Chain
7k8w_N               -            239 IGHJ                 -             17   4.8e-10   37.5   6.8   1   1   4.8e-10   4.8e-10   37.5   6.8     1    17   111   127   111   127 0.99 mol:protein length:239  C119 Fab Heavy Chain
8dlw_C               -            255 IGHJ                 -             17   4.8e-10   37.5   6.3   1   1   4.8e-10   4.8e-10   37.5   6.3     1    17   128   144   128   144 0.97 mol:protein length:255  Fab S2M11 heavy chain
8dlw_F               -            255 IGHJ                 -             17   4.8e-10   37.5   6.3   1   1   4.8e-10   4.8e-10   37.5   6.3     1    17   128   144   128   144 0.97 mol:protein length:255  Fab S2M11 heavy chain
8dlw_H               -            255 IGHJ                 -             17   4.8e-10   37.5   6.3   1   1   4.8e-10   4.8e-10   37.5   6.3     1    17   128   144   128   144 0.97 mol:protein length:255  Fab S2M11 heavy chain
8swh_H               -            147 IGHJ                 -             17   4.9e-10   37.5   8.4   1   1   1.5e-09   1.6e-09   35.9   8.4     1    17   131   147   131   147 0.99 mol:protein length:147  TXG-0078 Fab Heavy chain
8b7h_H               -            227 IGHJ                 -             17   4.9e-10   37.5   0.9   1   1   4.8e-10   4.9e-10   37.5   0.9     3    17   110   124   109   124 0.94 mol:protein length:227  Fab antibody fragment (heavy chain)
4fqq_B               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  Fab heavy chain
4fqq_D               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  Fab heavy chain
4fqq_F               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  Fab heavy chain
4fqq_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  Fab heavy chain
6ck9_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mtj_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mtn_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mu6_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mu7_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mu8_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6muf_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6mug_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6nm6_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6nnf_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6nnj_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6vzi_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6w03_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6wix_H               -            244 IGHJ                 -             17     5e-10   37.4   6.8   1   1   4.9e-10     5e-10   37.4   6.8     1    17   116   132   116   132 0.99 mol:protein length:244  3H109L Fab heavy chain
6and_H               -            223 IGHJ                 -             17     5e-10   37.4   7.0   1   1   4.9e-10     5e-10   37.4   7.0     2    17   105   120   105   120 0.99 mol:protein length:223  Pinatuzumab Fab Heavy chain
7uqc_B               -            219 IGHJ                 -             17     5e-10   37.4   0.5   1   1   4.9e-10     5e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:219  Fab MS39p2w174 Heavy Chain
7uqc_E               -            219 IGHJ                 -             17     5e-10   37.4   0.5   1   1   4.9e-10     5e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:219  Fab MS39p2w174 Heavy Chain
7uqc_H               -            219 IGHJ                 -             17     5e-10   37.4   0.5   1   1   4.9e-10     5e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:219  Fab MS39p2w174 Heavy Chain
7uqc_J               -            219 IGHJ                 -             17     5e-10   37.4   0.5   1   1   4.9e-10     5e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:219  Fab MS39p2w174 Heavy Chain
7x25_A               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x25_E               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x25_H               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x26_H               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x28_C               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x28_H               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x29_F               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x29_H               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
7x2a_H               -            221 IGHJ                 -             17     5e-10   37.4   4.5   1   1     5e-10     5e-10   37.4   4.5     1    17   104   120   104   120 0.98 mol:protein length:221  antibody S41 heavy chain
4rfo_H               -            229 IGHJ                 -             17     5e-10   37.4   2.4   1   1     5e-10     5e-10   37.4   2.4     2    17   107   122   107   122 0.98 mol:protein length:229  N60-i3 Fab heavy chain
5kjr_H               -            229 IGHJ                 -             17     5e-10   37.4   2.4   1   1     5e-10     5e-10   37.4   2.4     2    17   107   122   107   122 0.98 mol:protein length:229  N60-I3 FAB HEAVY CHAIN
6o1f_H               -            227 IGHJ                 -             17   5.1e-10   37.4   7.0   1   1     5e-10   5.1e-10   37.4   7.0     2    17   104   119   104   119 0.99 mol:protein length:227  Heavy Chain hu31A.v11
7rdw_G               -            225 IGHJ                 -             17   5.1e-10   37.4   2.9   1   1     5e-10   5.1e-10   37.4   2.9     1    17   104   120   104   120 0.99 mol:protein length:225  FH1 Fab Heavy Chain
7rdw_H               -            225 IGHJ                 -             17   5.1e-10   37.4   2.9   1   1     5e-10   5.1e-10   37.4   2.9     1    17   104   120   104   120 0.99 mol:protein length:225  FH1 Fab Heavy Chain
7rdw_Q               -            225 IGHJ                 -             17   5.1e-10   37.4   2.9   1   1     5e-10   5.1e-10   37.4   2.9     1    17   104   120   104   120 0.99 mol:protein length:225  FH1 Fab Heavy Chain
7rdw_U               -            225 IGHJ                 -             17   5.1e-10   37.4   2.9   1   1     5e-10   5.1e-10   37.4   2.9     1    17   104   120   104   120 0.99 mol:protein length:225  FH1 Fab Heavy Chain
7k7r_B               -            224 IGHJ                 -             17   5.1e-10   37.4   0.5   1   1   5.1e-10   5.1e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:224  Fab HC MS39p2w174
7k7r_E               -            224 IGHJ                 -             17   5.1e-10   37.4   0.5   1   1   5.1e-10   5.1e-10   37.4   0.5     3    17   102   116   101   116 0.98 mol:protein length:224  Fab HC MS39p2w174
4irz_H               -            222 IGHJ                 -             17   5.2e-10   37.4   3.1   1   1   5.1e-10   5.2e-10   37.4   3.1     2    17   108   123   107   123 0.97 mol:protein length:222  Fab Natalizumab heavy chain
6w51_M               -            223 IGHJ                 -             17   5.2e-10   37.4   3.1   1   1   5.2e-10   5.2e-10   37.4   3.1     2    17   106   121   105   121 0.97 mol:protein length:223  Immunoglobulin heavy chain H2
6w51_O               -            223 IGHJ                 -             17   5.2e-10   37.4   3.1   1   1   5.2e-10   5.2e-10   37.4   3.1     2    17   106   121   105   121 0.97 mol:protein length:223  Immunoglobulin heavy chain H2
6w51_Q               -            223 IGHJ                 -             17   5.2e-10   37.4   3.1   1   1   5.2e-10   5.2e-10   37.4   3.1     2    17   106   121   105   121 0.97 mol:protein length:223  Immunoglobulin heavy chain H2
6w51_S               -            223 IGHJ                 -             17   5.2e-10   37.4   3.1   1   1   5.2e-10   5.2e-10   37.4   3.1     2    17   106   121   105   121 0.97 mol:protein length:223  Immunoglobulin heavy chain H2
8h07_I               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
8h07_N               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
8h07_Q               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
8h08_I               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
8h08_N               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
8h08_Q               -            122 IGHJ                 -             17   5.3e-10   37.4   1.1   1   1   5.2e-10   5.3e-10   37.4   1.1     4    17   109   122   108   122 0.98 mol:protein length:122  6-2C H chain
7f9w_B               -            452 IGHJ                 -             17   5.3e-10   37.3   3.1   1   1   5.2e-10   5.3e-10   37.3   3.1     2    17   107   122   106   122 0.97 mol:protein length:452  Heavy chain of Fab
7xsb_D               -            217 IGHJ                 -             17   5.4e-10   37.3   0.9   1   1   5.3e-10   5.4e-10   37.3   0.9     4    17   106   119   105   119 0.98 mol:protein length:217  P5S-3B11 Heavy chain
7xsb_G               -            217 IGHJ                 -             17   5.4e-10   37.3   0.9   1   1   5.3e-10   5.4e-10   37.3   0.9     4    17   106   119   105   119 0.98 mol:protein length:217  P5S-3B11 Heavy chain
7xsb_H               -            217 IGHJ                 -             17   5.4e-10   37.3   0.9   1   1   5.3e-10   5.4e-10   37.3   0.9     4    17   106   119   105   119 0.98 mol:protein length:217  P5S-3B11 Heavy chain
7xsb_J               -            217 IGHJ                 -             17   5.4e-10   37.3   0.9   1   1   5.3e-10   5.4e-10   37.3   0.9     4    17   106   119   105   119 0.98 mol:protein length:217  P5S-3B11 Heavy chain
7t76_H               -            260 IGHJ                 -             17   5.4e-10   37.3   6.8   1   1   5.3e-10   5.4e-10   37.3   6.8     1    17   141   157   141   157 0.99 mol:protein length:260  PG9.iGL Fab Heavy Chain
4j4p_C               -            249 IGHJ                 -             17   5.4e-10   37.3   4.1   1   1   5.3e-10   5.4e-10   37.3   4.1     1    17   130   146   130   146 0.99 mol:protein length:249  Immunoglobulin G Fab Fragment Heavy Chain
4j4p_H               -            249 IGHJ                 -             17   5.4e-10   37.3   4.1   1   1   5.3e-10   5.4e-10   37.3   4.1     1    17   130   146   130   146 0.99 mol:protein length:249  Immunoglobulin G Fab Fragment Heavy Chain
6p9i_A               -            228 IGHJ                 -             17   5.4e-10   37.3   3.2   1   1   5.3e-10   5.4e-10   37.3   3.2     2    17   112   127   111   127 0.97 mol:protein length:228  human anti staphylococcus aureus antibody STAU-399 Fab heavy chain
6p9i_C               -            228 IGHJ                 -             17   5.4e-10   37.3   3.2   1   1   5.3e-10   5.4e-10   37.3   3.2     2    17   112   127   111   127 0.97 mol:protein length:228  human anti staphylococcus aureus antibody STAU-399 Fab heavy chain
7tcc_D               -            126 IGHJ                 -             17   5.4e-10   37.3   8.4   1   1   1.2e-09   1.2e-09   36.2   8.4     1    17   110   126   110   126 0.99 mol:protein length:126  Heavy chain of antibody A19-46.1
7tcc_H               -            126 IGHJ                 -             17   5.4e-10   37.3   8.4   1   1   1.2e-09   1.2e-09   36.2   8.4     1    17   110   126   110   126 0.99 mol:protein length:126  Heavy chain of antibody A19-46.1
7tcc_M               -            126 IGHJ                 -             17   5.4e-10   37.3   8.4   1   1   1.2e-09   1.2e-09   36.2   8.4     1    17   110   126   110   126 0.99 mol:protein length:126  Heavy chain of antibody A19-46.1
7czp_H               -            450 IGHJ                 -             17   5.5e-10   37.3   1.2   1   1   5.4e-10   5.5e-10   37.3   1.2     2    17   105   120   105   120 0.96 mol:protein length:450  Immunoglobulin heavy variable 4-59,Chain H of P2B-1A1,Anti-RhD monoclonal T125 gamma1 heavy chain
7czp_J               -            450 IGHJ                 -             17   5.5e-10   37.3   1.2   1   1   5.4e-10   5.5e-10   37.3   1.2     2    17   105   120   105   120 0.96 mol:protein length:450  Immunoglobulin heavy variable 4-59,Chain H of P2B-1A1,Anti-RhD monoclonal T125 gamma1 heavy chain
